session_id	start_time	sec	min	category	events
02041921a93ab1f-4c2e-4be3-b0b7-5a590c9475f3_11	29.08.2019 19:52	365	6	coding	file.types.usage_JAVA , file.types.usage_JAVA , productivity_editing.select.word , productivity_editing.select.word , actions_com.intellij.openapi.fileEditor.impl.EditorTabbedContainer$CloseTab , toolwindow_Project , productivity_SearchEverywhere , searchEverywhere_dialogOpen , actions_GotoFile , actions_third.party , file.types.usage_JAVA , actions_ToggleLineBreakpoint , file.types.usage_JSON , actions_com.intellij.openapi.fileEditor.impl.EditorTabbedContainer$CloseTab , file.types.usage_JSON
020419244c916dd-76e2-4eb9-905e-7677db87d831_5	30.08.2019 10:44	53	0	ide close	ui.dialogs_com.intellij.util.net.ssl.CertificateWarningDialog , lifecycle_project.closed , lifecycle_project.closed , toolwindow_Project
0104191756a7c49-ac90-4ad9-bad2-1fe5c8d47229_5	27.08.2019 18:06	609	10	coding	actions_Replace , actions_NextOccurence , actions_NextOccurence , actions_com.intellij.find.SearchReplaceComponent$10 , actions_EditorDeleteLine , file.types.usage_YAML , productivity_editor.delete.line , actions_$Undo , actions_Replace , actions_com.intellij.find.SearchReplaceComponent$10 , actions_EditorEscape , actions_EditorLeft , actions_EditorNextWordWithSelection , productivity_SearchEverywhere , actions_GotoFile , searchEverywhere_dialogOpen , actions_third.party , file.types.usage_YAML , actions_Replace , actions_$SelectAll , actions_Back , productivity_editing.select.word , actions_EditorRightWithSelection , actions_FindInPath , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , actions_com.intellij.find.impl.FindPopupPanel$MySelectScopeToggleAction , toolbar_com.intellij.find.impl.FindPopupPanel$MySelectScopeToggleAction , actions_third.party , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , actions_EditorEnter , file.types.usage_YAML , actions_HippieCompletion , actions_EditorLineEndWithSelection , actions_EditorCopy , actions_EditorPaste , actions_EditorNextWordWithSelection , actions_EditorDelete , actions_EditorNextWord , actions_EditorPreviousWord , actions_EditorNextWordWithSelection , actions_EditorUp , actions_EditorRight , actions_SaveAll
0605192ce7bb264-5a49-4872-ac0f-d9b97409bbc5_16	30.08.2019 13:49	217	3	coding, vcs	productivity_editing.select.word , actions_EditorCopy , ui.dialogs_com.intellij.openapi.vcs.changes.ui.ChangeListViewerDialog , ui.dialogs_com.intellij.openapi.vcs.changes.ui.ChangeListViewerDialog , actions_com.intellij.ide.projectView.impl.ProjectViewImpl$ScrollFromSourceAction , toolbar_com.intellij.ide.projectView.impl.ProjectViewImpl$ScrollFromSourceAction , actions_HideActiveWindow , toolbar_HideActiveWindow , productivity_editing.select.word , productivity_editing.select.word , actions_EditorCopy
0404192fc756d0d-7c0c-493e-918d-ef51209587de_17	30.08.2019 17:32	133	2	coding, RD	file.types.usage_JSON , productivity_editing.select.word , file.types.usage_JSON , actions_EditorBackSpace , actions_SaveAll , actions_Run , toolbar_Run , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Messages , toolwindow_Run
01041911160c7b1-8f83-406c-86e8-db9dc8cf751e_22	30.08.2019 8:14	69	1	coding	actions_com.intellij.ide.ReopenProjectAction , ui.dialogs_com.intellij.openapi.ui.messages.MessageDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Project , kotlin.maven.target_jvm , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , productivity_editing.select.word
020419340f7e4b9-195f-4d29-9e99-9619bf5efbf4_9	28.08.2019 11:06	7	0	coding	toolwindow_Project , actions_FindInPath , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , actions_EditorBackSpace , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , actions_com.intellij.find.impl.FindPopupPanel$14 , file.types.usage_Python , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2
0405192fd9c2ae8-8caa-4c2c-91c5-138caccb6160_6	29.08.2019 6:54	295	4	coding, vcs	actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , vcs.back.forward.trigger_editor , actions_Back , file.types.usage_JAVA , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_CLASS , actions_ToggleLineBreakpoint , debugger.breakpoints.usage_new.breakpoint , debugger.breakpoints.usage_new.java-line , file.types.usage_JAVA , vcs.back.forward.trigger_editor , actions_Back , vcs.back.forward.trigger_editor , actions_Back , file.types.usage_CLASS , actions_Back , vcs.back.forward.trigger_editor , actions_GotoDeclaration , productivity_navigation.goto.declaration , vcs.back.forward.trigger_editor , actions_Back , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , vcs.back.forward.trigger_editor , actions_Back , actions_Back , vcs.back.forward.trigger_editor , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_Back , vcs.back.forward.trigger_editor , actions_Back , vcs.back.forward.trigger_editor , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_com.intellij.codeInsight.daemon.NavigateAction , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , file.types.usage_JAVA , actions_Annotate , actions_com.intellij.openapi.editor.impl.EditorGutterComponentImpl$CloseAnnotationsAction , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , vcs.back.forward.trigger_editor , actions_Back , actions_Back , vcs.back.forward.trigger_editor , actions_Back , vcs.back.forward.trigger_editor , actions_Back , vcs.back.forward.trigger_editor , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , vcs.back.forward.trigger_editor , actions_Back , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_Back , vcs.back.forward.trigger_editor , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_Annotate , actions_com.intellij.openapi.editor.impl.EditorGutterComponentImpl$CloseAnnotationsAction , vcs.back.forward.trigger_editor , actions_Back , actions_GotoDeclaration , productivity_navigation.goto.declaration , vcs.back.forward.trigger_editor , actions_Back , vcs.back.forward.trigger_editor , actions_Back , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , vcs.back.forward.trigger_editor , actions_Back , vcs.back.forward.trigger_editor , actions_Back , vcs.back.forward.trigger_editor , actions_Back , vcs.back.forward.trigger_editor , actions_Back , actions_Back , vcs.back.forward.trigger_editor , vcs.back.forward.trigger_editor , actions_Back , vcs.back.forward.trigger_editor , actions_Back , actions_Back , vcs.back.forward.trigger_editor , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_Back , vcs.back.forward.trigger_editor , actions_GotoDeclaration , productivity_navigation.goto.declaration , vcs.back.forward.trigger_editor , actions_Back
020419340f7e4b9-195f-4d29-9e99-9619bf5efbf4_15	29.08.2019 14:48	115	1	coding	toolwindow_Terminal , toolwindow_Project , actions_Find , productivity_editing.select.word , actions_EditorCopy , actions_EditorLeft , file.types.usage_Python , actions_EditorBackSpace , actions_EditorBackSpace , actions_EditorRight , actions_EditorCopy , productivity_editing.select.word , actions_EditorPaste
03041918c8ce26e-6d06-4d48-a82f-abac6ddf256a_5	27.08.2019 5:49	593	9	rd, ide start	ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , actions_com.intellij.ide.ReopenProjectAction , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , actions_com.intellij.execution.ExecutorRegistryImpl$ExecutorAction , toolbar_com.intellij.execution.ExecutorRegistryImpl$ExecutorAction , run.configuration.exec_PythonConfigurationType , toolwindow_Run , actions_com.intellij.execution.ExecutorRegistryImpl$ExecutorAction , toolbar_com.intellij.execution.ExecutorRegistryImpl$ExecutorAction , run.configuration.exec_PythonConfigurationType , toolwindow_Run , actions_com.intellij.execution.ExecutorRegistryImpl$ExecutorAction , toolbar_com.intellij.execution.ExecutorRegistryImpl$ExecutorAction , run.configuration.exec_PythonConfigurationType , toolwindow_Run
0505191e955703c-1edb-4db9-977a-e03bb38f06b3_23	29.08.2019 12:14	8	0	Coding	productivity_editing.select.word , actions_EditorCopy , productivity_editing.select.word , actions_EditorCopy
070519115b754f2-0fa3-496e-a2da-440f416e149d_6	30.08.2019 14:06	617	10	RD, coding	file.types.usage_YAML , actions_EditorBackSpace , toolwindow_Project , file.types.usage_JAVA , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , toolwindow_Debug , toolwindow_Project , file.types.usage_JAVA , toolwindow_Debug , productivity_editing.select.word , productivity_editing.select.word , actions_Debug , ui.dialogs_com.intellij.openapi.ui.messages.MessageDialog , toolbar_Debug , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Debug , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_ToggleLineBreakpoint , debugger.breakpoints.usage_breakpoint.added , actions_XDebugger.MuteBreakpoints , toolbar_XDebugger.MuteBreakpoints , actions_StepOver , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_ToggleLineBreakpoint , debugger.breakpoints.usage_breakpoint.added , debugger.breakpoints.usage_breakpoint.verified , actions_Resume , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_EditorBackSpace , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorPreviousWordWithSelection , actions_EditorNextWordWithSelection , actions_EditorBackSpace , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_Debug , ui.dialogs_com.intellij.openapi.ui.messages.MessageDialog , toolbar_Debug , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Debug , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , productivity_editing.select.word , actions_Debug , ui.dialogs_com.intellij.openapi.ui.messages.MessageDialog , toolbar_Debug , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Debug , file.types.usage_JAVA , toolbar_XDebugger.MuteBreakpoints , actions_XDebugger.MuteBreakpoints , actions_Resume , toolbar_Resume , toolwindow_Build , toolwindow_Debug
01041912292544d-c273-48fa-ba2e-1f60ae88effe_6	27.08.2019 1:45	829	13	ide start, rd	event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Gradle , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , actions_HideActiveWindow , toolbar_HideActiveWindow , actions_OpenFile , ui.dialogs_com.intellij.openapi.fileChooser.ex.FileChooserDialogImpl , ui.dialogs_com.intellij.openapi.fileChooser.ex.FileChooserDialogImpl , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , toolwindow_Version_Control , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.closed , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , actions_CompileProject , actions_Debug , toolbar_Debug , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Debug
0304193659781e9-8cde-45f1-b29f-2493b0c1bca4_6	28.08.2019 12:49	755	12	coding, rd, vcs	actions_EditorUp , actions_EditorDeleteLine , file.types.usage_Python , productivity_editor.delete.line , actions_EditorDeleteLine , productivity_editor.delete.line , actions_EditorUp , actions_EditorEnter , actions_EditorUp , run.configuration.exec_tests , actions_CheckinProject , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.vcs.changes.ui.DefaultCommitChangeListDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , productivity_editing.select.word , file.types.usage_PLAIN_TEXT , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.vcs.changes.ui.DefaultCommitChangeListDialog , actions_CheckinProject , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.vcs.changes.ui.DefaultCommitChangeListDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , productivity_editing.select.word , file.types.usage_PLAIN_TEXT , actions_EditorBackSpace , actions_EditorLineStart , actions_EditorNextWordWithSelection , actions_EditorLeft , ui.dialogs_com.intellij.openapi.vcs.changes.ui.DefaultCommitChangeListDialog , file.types.usage_Python , actions_Console.Execute , actions_CheckinProject , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.vcs.changes.ui.DefaultCommitChangeListDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , actions_EditorLineStart , file.types.usage_PLAIN_TEXT , actions_EditorBackSpace , actions_Git.Commit.And.Push.Executor , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.ui.messages.MessageDialog , ui.dialogs_com.intellij.openapi.vcs.changes.ui.DefaultCommitChangeListDialog , ui.dialogs_git4idea.checkin.GitPushAfterCommitDialog , ui.dialogs_git4idea.checkin.GitPushAfterCommitDialog , actions_EditorLeft , actions_EditorLeftWithSelection , file.types.usage_Markdown , actions_EditorDown , actions_EditorRight , actions_EditorNextWordWithSelection , actions_EditorLineEndWithSelection , actions_EditorDelete , actions_EditorEnter , actions_EditorLineEnd , run.configuration.exec_tests , actions_EditorBackSpace , actions_EditorPreviousWord , actions_EditorLineEnd , actions_CheckinProject , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.vcs.changes.ui.DefaultCommitChangeListDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , productivity_editing.select.word , file.types.usage_PLAIN_TEXT , actions_EditorLineStart , actions_EditorBackSpace , actions_Git.Commit.And.Push.Executor , ui.dialogs_com.intellij.openapi.vcs.changes.ui.DefaultCommitChangeListDialog , ui.dialogs_git4idea.checkin.GitPushAfterCommitDialog , ui.dialogs_git4idea.checkin.GitPushAfterCommitDialog , run.configuration.exec_tests , actions_ExecuteInPyConsoleAction , productivity_editing.select.word , actions_ExecuteInPyConsoleAction , actions_EditorRight , actions_ExecuteInPyConsoleAction , actions_ExecuteInPyConsoleAction , actions_$Cut , actions_$Undo , run.configuration.exec_tests , actions_ShowIntentionActions , intentions_com.jetbrains.python.codeInsight.intentions.PyQuotedStringIntention , run.configuration.exec_tests
070519115b754f2-0fa3-496e-a2da-440f416e149d_7	30.08.2019 19:22	50	0	terminal, rd	toolwindow_Terminal , actions_Debug , ui.dialogs_com.intellij.openapi.ui.messages.MessageDialog , toolbar_Debug , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Debug
020419180d1f112-2a61-4585-b250-7af64c3a8125_0	26.08.2019 0:01	15	0	coding	productivity_editing.select.word , actions_Find , productivity_editing.select.word , actions_Find , actions_PreviousOccurence , actions_com.intellij.find.SearchReplaceComponent$10 , productivity_editing.select.word , file.types.usage_XML , actions_EditorLeft , actions_EditorBackSpace , actions_EditorLineEnd , actions_EditorNextWordWithSelection , actions_EditorPreviousWordWithSelection , actions_EditorBackSpace , actions_EditorEnter
0404191774a364a-d2bb-4596-86ae-fd7ec1a5311f_10	28.08.2019 1:11	50	0	ide start	event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , kotlin.maven.target_jvm
05041924abf1ca6-0615-427f-94de-af131c6ef58e_7	29.08.2019 11:28	159	2	coding	actions_$Undo , actions_$Undo , actions_$Undo , actions_$Undo , actions_$Undo , actions_$Undo , productivity_editing.select.word , actions_FindInPath , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , actions_EditorPaste , actions_com.intellij.ui.ScrollingUtil$11 , actions_com.intellij.find.impl.FindPopupPanel$MyEnterAction , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , file.types.usage_SQL , productivity_editing.select.word , productivity_editing.select.word , actions_EditorLeft , actions_EditorRight , actions_EditorNextWord , actions_EditorPreviousWordWithSelection , actions_FindInPath , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , actions_third.party , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , actions_FindInPath , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , find_FindPopupPanel$ToggleWholeWords , toolbar_com.intellij.openapi.actionSystem.ex.DefaultCustomComponentAction , actions_com.intellij.ui.ScrollingUtil$11 , actions_EditorLineEndWithSelection , actions_EditorLeftWithSelection , actions_EditorCopy , actions_Find , find_FindInEditor.RegexOn , actions_EditorPaste , actions_$SelectAll , actions_EditorPaste , actions_third.party , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , productivity_editing.select.word , productivity_editing.select.word , productivity_editing.select.word
0204192098f6bff-f717-404c-a56b-f8670e78355d_14	30.08.2019 17:42	45	0	ide start	ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , toolwindow_Project , ui.tips_shown.automatically , ui.dialogs_com.intellij.ide.util.TipDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , lifecycle_ide.start , toolwindow_Project , lifecycle_project.opening.finished , lifecycle_project.opening.finished , js.language.service.starts_TypeScriptServerServiceImpl , ui.dialogs_com.intellij.ide.util.TipDialog
0405192fd9c2ae8-8caa-4c2c-91c5-138caccb6160_1	26.08.2019 17:46	167	2	ide start, coding, vcs	lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.tips_shown.automatically , ui.dialogs_com.intellij.ide.util.TipDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.ide.util.TipDialog , lifecycle_project.opening.finished , toolwindow_Project , file.types.usage_JAVA , actions_Annotate , ui.dialogs_com.intellij.openapi.vcs.changes.ui.ChangeListViewerDialog , ui.dialogs_com.intellij.openapi.vcs.changes.ui.ChangeListViewerDialog , actions_com.intellij.openapi.editor.impl.EditorGutterComponentImpl$CloseAnnotationsAction , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_CLASS , file.types.usage_JAVA
0104191d3f2d4f4-c21d-4b32-9fa7-29ab170ca6f7_0	26.08.2019 12:08	890	14	ide start, db	ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , productivity_db.console , productivity_db.console , productivity_db.table.editor , toolwindow_Project , lifecycle_ide.start , ui.tips_shown.automatically , ui.dialogs_com.intellij.ide.util.TipDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , ui.dialogs_com.intellij.ide.util.TipDialog
01051922b198fa7-ddf8-45cf-bd2c-1ef90b1cdc9c_4	28.08.2019 19:45	4	0	ide close	lifecycle_ide.close , lifecycle_project.closed , lifecycle_project.closed , lifecycle_project.closed
06051917eb35087-0887-4d23-8d77-bc32e09d9736_10	28.08.2019 2:09	7	0	RD	actions_com.intellij.execution.actions.RunContextAction , run.configuration.exec_Application , toolwindow_??
010419206e918ee-afe0-4aec-9216-f47df1884c53_21	30.08.2019 0:42	14	0	ide start	ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_ide.start , toolwindow_unknown , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished
01041931d094b1d-8b3c-483d-a6a0-d10055dfe73f_0	26.08.2019 8:51	89	1	ide start	event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , toolwindow_Messages , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_unknown , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_unknown , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_unknown , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_unknown , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.js.js
07031933f1d723c-e978-4dd6-9806-48e7d3cbcca1_2	26.08.2019 8:43	250	4	vcs, rd	actions_com.intellij.ide.ReopenProjectAction , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , toolwindow_Version_Control , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , actions_Git.Fetch , toolwindow_Version_Control , actions_Vcs.UpdateProject , ui.dialogs_com.intellij.openapi.vcs.update.ActionInfo$1$1 , ui.dialogs_com.intellij.openapi.vcs.update.ActionInfo$1$1 , toolbar_Vcs.UpdateProject , toolwindow_Gradle , build.tools.actions_RunExternalSystemTaskAction , run.configuration.exec_GradleRunConfiguration , toolwindow_Run , toolwindow_Gradle , build.tools.actions_RunExternalSystemTaskAction , run.configuration.exec_GradleRunConfiguration , toolwindow_Run , actions_com.intellij.ide.ReopenProjectAction , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , toolwindow_Project , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , actions_Git.Fetch , actions_Vcs.UpdateProject , ui.dialogs_com.intellij.openapi.vcs.update.ActionInfo$1$1 , ui.dialogs_com.intellij.openapi.vcs.update.ActionInfo$1$1 , toolbar_Vcs.UpdateProject , toolwindow_Version_Control
